,ID,Accession,Country,Latitude,Longitude,M_persicae
1062,9955,Stepn-2,Russia,54.09,60.46,0
1063,9956,Stepn-1,Russia,54.06,60.48,0
1064,9957,Borsk-2,Russia,53.04,51.75,0
1065,9958,Shigu-1,Russia,53.33,49.48,0
1066,9959,Shigu-2,Russia,53.33,49.48,0
1067,9960,Kidr-1,Russia,51.31,57.56,0
1068,9962,Galdo-1,Italy,40.57,15.32,0
1069,9963,Lago-1,Italy,39.18,16.26,0
1070,9964,Mammo-1,Italy,38.36,16.23,0
1071,9965,Mammo-2,Italy,38.38,16.22,0
1072,9966,Monte-1,Italy,40.28,15.65,0
1073,9968,Timpo-1,Italy,39.27,16.27,0
1074,9969,Valsi-1,Italy,40.18,16.45,0
1075,9970,Altenb-2,Italy,46.37,11.24,0
1076,9971,Bozen-1.1,Italy,46.51,11.33,0
1077,9972,Bozen-1.2,Italy,46.51,11.33,0
1078,9973,Mitterberg-1-181,Italy,46.36,11.28,0
1079,9974,Castelfed-4-212,Italy,46.34,11.29,0
1080,9975,Castelfed-4-213,Italy,46.34,11.29,0
1081,9976,Rovero-1,Italy,46.25,11.17,0
1082,9978,Vezzano-2.2,Italy,46.63,10.82,0
1083,9979,Voeran-1,Italy,46.36,11.23,0
1084,9980,Angel-1,Italy,38.62,16.17,0
1085,9981,Angit-1,Italy,38.76,16.24,0
1086,9982,Apost-1,Italy,39.01,16.47,0
1087,9983,Ciste-1,Italy,41.62,12.87,0
1088,9984,Ciste-2,Italy,41.62,12.87,0
1089,9985,Slavi-1,BUL,41.43,23.65,0
1090,9986,Jablo-1,BUL,41.59,25.2,0
1091,9987,Lecho-1,BUL,41.43,23.5,0
1092,9988,Bak-2,Georgia,41.7942,43.4767,0
1093,9990,Lag2-2,Georgia,41.8296,46.2831,0
1094,9991,Vash-1,Georgia,41.2381,46.3728,0
1095,9993,Nemrut-1,Turkey,38.6425,42.2394,0
1096,9995,HKT2.4,GER,48.14,9.4,1
1097,9996,Nie1-2,GER,48.52,8.8,2
1098,9997,Rue3.1-31,GER,48.56,9.16,2
1099,9998,Star-8,GER,48.43,8.82,2
1100,9999,TueSB30-3,GER,48.53,9.06,2
1101,10001,TueV-13,GER,48.52,9.05,2
1102,10002,TueWal-2,GER,48.53,9.04,2
1103,10004,Bolin-1,Romania,44.46,25.74,0
1104,10005,Copac-1,Romania,46.11,21.95,0
1105,10006,Kastel-1,Ukraine,44.6419,34.3814,0
1106,10008,Sij-1,Uzbekistan,41.45,70.05,0
1107,10009,Sij-2,Uzbekistan,41.45,70.05,0
1108,10010,Sij-4,Uzbekistan,41.45,70.05,0
1109,10011,Yeg-1,Armenia,39.8692,45.3622,0
1110,10012,Istisu-1,Azerbaijan,38.9786,48.5594,0
1111,10013,Lerik1-3,Azerbaijan,38.7406,48.6131,0
1112,10014,Xan-1,Azerbaijan,38.6536,48.7992,0
1113,10015,Ara-1,Afghanistan,37.29,71.3,0
1114,10017,Petro-1,Serbia,44.34,21.46,0
1115,10018,Dobra-1,Serbia,44.84,20.16,1
1116,10020,Jl-2,Czech Republic,49.17,16.5,1
1117,10022,Uk-3,GER,48.0333,7.7667,0
1118,10023,Strand-1,Norway,68.8,15.45,0
1119,10027,Uk-6,GER,48.02838,7.765567,0
1120,14312,Kos-1,Russia,62.02,34.12,0
1121,14313,Kos-2,Russia,62.02,34.12,0
1122,14314,Radk-1,Russia,61.59,35.11,0
1123,14315,Radk-2,Russia,61.59,35.11,0
1124,14318,Shu-1,Russia,61.94,34.24,0
1125,14319,Shu-2,Russia,61.94,34.24,0
1126,15560,Valm,Russia,61.37,61.37,0
1127,15591,OOE1-1,Austria,48.3315333,14.72665,0
1128,15592,OOE3-1,Austria,48.3314667,14.7158667,0
1129,15593,OOE3-2,Austria,48.3314667,14.7158667,0
1130,18694,Pien,Russia,60.4,32.09,0
1131,18696,Samm,Russia,61.57,30.63,0
1132,19949,OOE2-1,Austria,48.3268333,14.7181667,0
1133,19950,OOE2-2,Austria,48.3268333,14.7181667,0
1134,19951,OOE23,Austria,48.3268333,14.7181667,0
